EmployeeID,Age,Gender,Department,Tenure,Salary,Satisfaction,WorkLifeBalance,Overtime,Performance,ManagerRating,LastHikePct,PromotionGap,Distance,Education,HireSource,EmploymentType,Sentiment,Attrition
473,29,Female,Engineering,4,23.0,4.8,2,0,3,4.5,8.0,0,10,4,Campus,Full-Time,Neutral,0
474,25,Female,Engineering,57,25.4,3.8,4,0,2,3.1,7.4,3,27,5,LinkedIn,Full-Time,Negative,1
475,43,Male,Engineering,97,30.9,7.1,3,0,2,4.1,6.4,2,22,1,LinkedIn,Contract,Neutral,0
476,36,Female,Sales,103,25.7,2.2,2,0,2,3.8,16.1,0,19,2,LinkedIn,Intern,Negative,0
477,44,Female,Sales,34,17.2,3.1,2,1,3,3.0,11.5,0,24,4,Agency,Full-Time,Negative,0
478,53,Male,Finance,46,22.7,7.4,1,0,4,2.8,10.4,3,25,2,Referral,Intern,Positive,0
479,25,Male,Finance,66,20.8,2.4,2,0,3,4.0,6.9,0,21,5,Job Board,Full-Time,Negative,0
480,32,Male,Sales,48,17.7,4.8,2,0,3,2.4,19.9,5,24,3,Referral,Full-Time,Neutral,1
481,40,Female,Sales,22,16.3,7.4,2,0,2,4.6,11.4,0,21,2,Campus,Full-Time,Positive,0
482,50,Male,Engineering,37,25.1,7.9,3,1,4,3.7,14.5,1,25,5,Referral,Full-Time,Positive,1
483,43,Female,Finance,49,22.0,1.9,2,0,2,2.3,5.1,7,4,3,Referral,Full-Time,Negative,0
484,35,Male,Sales,62,19.9,8.7,1,0,2,4.1,5.1,5,10,5,Job Board,Full-Time,Positive,1
485,43,Male,Engineering,110,28.3,7.5,4,1,1,3.3,4.3,4,26,3,Job Board,Full-Time,Neutral,0
486,57,Female,Sales,65,21.5,4.1,2,0,2,2.6,10.0,0,14,1,Job Board,Contract,Neutral,0
487,39,Male,Sales,47,20.6,7.9,2,0,3,4.9,12.0,0,1,4,LinkedIn,Full-Time,Positive,0
488,53,Female,Engineering,79,29.1,7.6,3,1,1,4.2,7.6,7,25,1,Campus,Full-Time,Neutral,1
489,50,Female,Finance,92,27.4,6.4,3,0,1,3.8,9.6,6,20,4,LinkedIn,Full-Time,Neutral,0
490,32,Female,HR,52,15.1,6.0,3,0,4,4.5,3.1,7,27,3,Direct,Full-Time,Neutral,1
491,30,Male,Marketing,59,20.5,7.6,1,1,4,3.6,9.7,6,1,4,Referral,Full-Time,Neutral,0
492,49,Female,Finance,26,21.3,10.0,3,0,2,3.3,5.3,0,5,5,LinkedIn,Full-Time,Positive,0
493,29,Male,Finance,103,27.4,6.2,1,0,2,2.6,5.4,6,15,3,LinkedIn,Full-Time,Neutral,0
494,34,Male,Sales,104,24.5,8.3,4,0,3,2.5,3.1,3,6,5,Referral,Contract,Positive,0
495,30,Female,Marketing,21,21.5,7.7,2,0,4,3.3,16.2,5,16,1,Referral,Full-Time,Positive,0
496,43,Female,HR,42,19.0,8.7,2,0,2,3.4,20.7,3,11,1,Campus,Full-Time,Positive,0
497,32,Male,Sales,33,16.7,9.6,2,0,1,4.2,14.8,5,7,5,Job Board,Part-Time,Positive,0
498,45,Male,Finance,110,30.2,2.7,2,0,2,3.3,4.8,6,23,3,LinkedIn,Contract,Negative,0
499,55,Female,Sales,8,17.9,2.5,3,1,2,3.8,21.8,7,2,3,Referral,Full-Time,Negative,1
500,51,Female,HR,25,14.4,6.3,2,0,3,4.5,21.5,4,26,1,Job Board,Contract,Positive,0
501,56,Male,Marketing,38,21.7,5.0,1,0,1,5.0,11.9,2,5,2,Campus,Full-Time,Neutral,0
502,22,Female,Operations,67,20.0,6.1,3,1,3,3.0,5.0,4,17,4,Referral,Full-Time,Positive,1
503,38,Male,Operations,30,14.6,8.2,2,1,1,4.7,16.7,3,29,5,Agency,Full-Time,Positive,1
504,29,Male,HR,64,20.0,9.4,1,1,4,4.4,21.3,1,4,5,LinkedIn,Full-Time,Positive,0
505,55,Female,HR,89,21.6,4.8,4,1,3,2.2,17.8,5,27,3,Job Board,Part-Time,Negative,0
506,47,Female,Marketing,99,24.5,7.5,2,0,1,3.0,14.9,0,9,3,Job Board,Full-Time,Positive,1
507,33,Male,Sales,12,16.9,2.8,3,0,4,2.7,14.6,3,22,1,Referral,Part-Time,Negative,0
508,42,Male,Operations,17,14.9,5.8,1,1,3,4.0,21.6,5,25,1,LinkedIn,Part-Time,Neutral,1
509,43,Male,Sales,12,18.2,1.2,2,0,3,3.7,4.4,7,7,3,Job Board,Full-Time,Negative,1
510,39,Female,Engineering,109,30.6,5.5,2,0,1,3.5,5.8,4,11,3,LinkedIn,Full-Time,Neutral,0
511,39,Male,Engineering,78,28.6,5.9,1,1,1,4.3,18.8,7,25,1,LinkedIn,Full-Time,Negative,0
512,23,Male,Operations,64,20.8,7.6,4,0,4,3.0,5.8,6,3,3,LinkedIn,Contract,Positive,0
513,38,Female,Engineering,95,27.3,6.8,2,0,2,3.1,10.3,1,4,4,Job Board,Full-Time,Positive,0
514,34,Male,Engineering,70,25.8,4.2,3,0,3,4.6,8.3,6,9,5,LinkedIn,Contract,Negative,1
515,51,Male,Sales,29,13.9,1.1,3,0,4,4.9,7.6,2,18,5,Referral,Full-Time,Negative,0
516,53,Male,Engineering,61,28.0,2.0,2,0,2,4.3,3.5,5,24,2,Direct,Full-Time,Negative,1
517,49,Female,Sales,84,20.3,9.8,3,0,2,2.7,13.8,1,17,2,Job Board,Contract,Positive,0
518,23,Male,Marketing,5,17.7,9.3,3,1,4,2.3,10.6,4,15,5,Referral,Full-Time,Positive,0
519,52,Male,Engineering,73,28.6,3.9,1,0,1,2.6,13.5,5,26,4,Referral,Full-Time,Negative,1
520,36,Male,Operations,60,21.0,3.3,3,0,2,3.3,8.8,7,5,2,LinkedIn,Full-Time,Negative,1
521,36,Female,Operations,9,13.3,4.9,1,1,4,2.7,20.9,7,27,4,Referral,Contract,Neutral,1
522,56,Female,Sales,32,18.4,7.2,2,1,1,4.7,14.2,6,10,1,LinkedIn,Part-Time,Positive,0
523,53,Male,Engineering,54,29.7,4.2,2,0,2,4.0,21.3,4,9,3,LinkedIn,Full-Time,Negative,1
524,23,Male,Finance,41,26.7,1.6,2,0,2,3.3,9.7,7,28,2,LinkedIn,Full-Time,Negative,0
525,34,Female,Engineering,35,26.8,4.6,1,0,1,2.8,3.0,0,19,5,Referral,Full-Time,Negative,1
526,48,Male,Sales,78,22.9,3.3,3,1,1,3.1,17.8,7,13,1,LinkedIn,Full-Time,Negative,1
527,41,Male,Operations,49,16.9,3.9,2,0,2,3.4,18.7,1,10,5,LinkedIn,Full-Time,Negative,0
528,31,Male,Operations,60,21.2,2.5,1,0,4,4.1,4.1,3,13,2,Campus,Full-Time,Negative,1
529,40,Male,Marketing,95,24.3,6.9,1,1,1,2.3,14.9,7,23,1,LinkedIn,Part-Time,Positive,0
530,53,Male,Sales,12,18.1,5.7,3,0,3,4.5,15.6,5,5,4,Job Board,Full-Time,Neutral,1
531,30,Male,Marketing,43,19.2,3.4,3,0,2,2.4,5.8,6,6,4,Referral,Part-Time,Negative,0
532,48,Male,Marketing,9,17.4,6.0,3,1,4,2.8,13.5,5,9,1,Referral,Full-Time,Neutral,1
533,48,Male,Sales,111,25.2,5.4,3,1,2,5.0,7.6,4,14,1,LinkedIn,Full-Time,Neutral,0
534,53,Female,Finance,23,22.3,8.2,4,0,4,2.6,3.3,1,24,1,LinkedIn,Full-Time,Positive,0
535,32,Male,Engineering,98,30.8,9.6,4,0,2,2.3,19.5,7,7,3,Campus,Full-Time,Positive,0
536,29,Male,Engineering,23,22.7,2.2,4,0,4,3.9,12.3,5,23,1,Referral,Full-Time,Negative,1
537,41,Female,HR,39,14.4,9.0,4,0,4,3.2,17.9,5,27,4,LinkedIn,Contract,Positive,0
538,41,Male,Engineering,73,31.1,7.3,4,0,2,2.3,16.7,3,13,1,LinkedIn,Full-Time,Positive,1
539,36,Female,Engineering,99,34.9,7.2,2,0,3,2.0,21.9,7,28,4,Referral,Full-Time,Positive,0
540,50,Male,Operations,22,17.7,4.4,3,0,1,2.2,11.3,3,26,5,LinkedIn,Contract,Neutral,0
541,50,Female,Operations,26,14.4,4.1,3,0,2,3.6,11.1,1,24,4,Referral,Full-Time,Negative,0
542,30,Male,HR,105,20.9,1.1,1,0,2,2.7,8.4,1,12,5,Referral,Full-Time,Negative,1
543,50,Male,Operations,39,19.1,9.8,3,0,4,4.3,14.9,5,9,5,Referral,Full-Time,Positive,0
544,30,Male,Operations,25,19.7,6.5,3,0,4,4.6,12.2,5,26,1,Campus,Full-Time,Neutral,0
545,36,Male,Engineering,89,26.7,4.6,3,0,4,2.4,16.8,1,13,2,Referral,Full-Time,Neutral,0
546,22,Male,Sales,11,16.6,5.9,4,0,4,3.0,9.8,5,1,4,Campus,Full-Time,Neutral,0
547,34,Female,Sales,104,24.7,1.4,3,0,4,2.4,5.5,7,21,2,Referral,Full-Time,Negative,0
548,56,Female,Engineering,105,32.1,2.6,4,1,4,2.9,19.4,4,11,4,Referral,Full-Time,Negative,0
549,37,Male,Marketing,102,24.5,6.6,4,1,3,2.7,18.7,7,28,4,Job Board,Contract,Neutral,1
550,47,Female,Sales,36,15.8,5.6,4,0,1,4.4,9.7,1,25,5,Referral,Full-Time,Negative,0
551,25,Female,Sales,14,18.4,8.1,2,0,4,3.0,16.1,3,4,2,LinkedIn,Full-Time,Positive,0
552,44,Female,Engineering,51,28.3,6.9,1,1,1,3.5,12.4,4,27,2,Direct,Intern,Neutral,0
553,35,Female,Engineering,40,25.0,6.4,2,0,1,4.0,17.5,2,28,1,Agency,Full-Time,Positive,0
554,48,Female,Operations,115,25.0,8.3,3,1,4,4.5,10.4,0,22,2,LinkedIn,Contract,Positive,1
555,55,Male,Engineering,76,27.1,1.6,4,0,1,2.9,13.2,3,8,2,Referral,Part-Time,Negative,1
556,41,Female,Engineering,113,29.3,7.2,4,0,1,2.6,4.1,2,20,3,Job Board,Full-Time,Positive,0
557,25,Female,Engineering,90,31.3,7.4,3,0,3,4.9,6.3,1,26,3,Agency,Contract,Neutral,0
558,39,Male,Sales,86,23.7,3.5,3,0,3,3.0,17.9,2,24,5,Referral,Full-Time,Negative,1
559,26,Male,Finance,14,22.1,2.8,4,0,1,4.0,10.2,3,13,4,LinkedIn,Full-Time,Negative,0
560,38,Male,Sales,9,19.7,2.9,3,1,2,4.0,3.7,7,21,4,Job Board,Full-Time,Negative,1
561,24,Female,Engineering,6,20.4,2.8,1,0,1,3.5,6.2,3,12,1,LinkedIn,Full-Time,Negative,0
562,45,Male,Engineering,71,26.6,5.7,3,0,2,2.7,10.8,3,8,3,Job Board,Full-Time,Neutral,1
563,33,Female,Operations,25,17.3,2.2,2,0,1,2.4,16.6,3,20,4,Referral,Full-Time,Negative,1
564,29,Female,Finance,118,28.3,6.9,3,1,3,3.5,9.9,4,14,2,Job Board,Full-Time,Neutral,1
565,22,Female,Finance,16,22.8,1.9,3,0,2,3.5,17.2,2,7,3,LinkedIn,Part-Time,Negative,0
566,53,Male,Marketing,113,25.7,1.2,2,0,4,4.3,19.3,6,20,4,Referral,Contract,Negative,1
567,52,Female,Marketing,80,21.4,3.9,2,0,1,4.1,9.5,3,10,4,Referral,Intern,Negative,1
568,51,Female,Engineering,13,23.2,2.7,1,0,4,4.7,18.2,3,18,5,LinkedIn,Full-Time,Negative,0
569,24,Male,Sales,7,16.9,9.9,2,1,4,4.9,5.4,0,11,3,LinkedIn,Full-Time,Positive,0
570,34,Female,HR,48,19.7,3.7,4,0,2,4.2,10.9,7,26,2,LinkedIn,Full-Time,Negative,1
571,56,Male,Sales,41,20.1,3.0,3,0,3,2.2,4.9,3,25,2,Campus,Full-Time,Negative,0
572,42,Female,Operations,38,19.0,2.8,4,1,2,3.2,4.0,1,14,4,Referral,Full-Time,Negative,1
573,26,Male,Sales,63,21.7,4.4,4,0,3,3.8,4.2,1,21,3,Job Board,Full-Time,Negative,0
574,27,Male,Marketing,16,17.9,6.5,4,0,4,3.8,5.0,2,6,3,Referral,Contract,Positive,1
575,31,Male,Operations,16,14.8,8.0,1,0,3,2.5,18.9,6,29,1,Campus,Full-Time,Positive,1
576,57,Male,HR,83,21.2,4.3,2,1,3,3.7,13.3,0,7,3,Referral,Part-Time,Negative,1
577,28,Male,Operations,118,23.8,6.6,1,0,4,3.0,21.0,0,26,2,LinkedIn,Contract,Neutral,0
578,54,Female,Finance,33,26.0,5.3,1,0,2,3.0,13.2,4,25,3,LinkedIn,Full-Time,Neutral,0
579,46,Male,Operations,111,26.6,8.6,1,0,1,4.5,14.9,3,6,5,LinkedIn,Full-Time,Positive,1
580,55,Male,Sales,42,20.6,6.1,2,0,3,3.3,6.5,7,1,4,Campus,Full-Time,Neutral,0
581,51,Female,Sales,40,20.0,3.6,1,0,3,3.6,13.3,6,22,3,Job Board,Intern,Negative,1
582,33,Female,HR,11,14.7,7.3,4,0,1,3.7,10.3,5,26,5,Job Board,Full-Time,Positive,0
583,51,Male,Engineering,51,23.6,8.4,3,0,3,3.7,20.7,2,21,5,Job Board,Full-Time,Positive,0
584,28,Female,Sales,60,20.4,5.2,3,0,1,2.6,20.7,5,2,3,Campus,Intern,Neutral,0
585,32,Male,Operations,79,21.5,9.9,3,1,2,3.8,6.8,4,19,4,Direct,Full-Time,Positive,0
586,29,Female,Finance,19,22.0,8.9,4,0,4,3.0,14.8,2,12,2,Job Board,Full-Time,Positive,0
587,26,Male,Engineering,23,24.8,2.8,1,1,3,4.0,15.1,2,27,5,LinkedIn,Full-Time,Negative,1
588,25,Female,Sales,52,22.0,8.1,2,0,3,2.4,13.7,7,24,2,LinkedIn,Full-Time,Positive,0
589,28,Female,Engineering,9,21.3,6.4,2,0,3,5.0,5.4,4,24,2,Referral,Part-Time,Positive,1
590,26,Female,Engineering,18,22.1,5.8,3,0,1,4.3,15.4,3,12,1,Job Board,Full-Time,Neutral,0
591,35,Male,Operations,75,23.9,5.6,3,0,4,3.3,18.2,6,10,5,Referral,Full-Time,Neutral,0
592,24,Female,Sales,114,26.7,8.7,4,0,2,2.9,9.6,2,24,2,LinkedIn,Full-Time,Positive,0
593,24,Male,Sales,69,20.7,6.5,3,0,4,3.2,12.8,1,4,5,Job Board,Full-Time,Neutral,0
594,57,Female,Finance,18,21.2,5.8,1,1,4,4.2,5.2,7,3,1,Referral,Full-Time,Positive,1
595,25,Female,Engineering,118,31.2,1.4,3,1,1,4.0,20.7,6,2,3,LinkedIn,Contract,Negative,1
596,24,Female,Engineering,63,27.1,5.0,4,0,3,4.1,5.1,3,15,3,Campus,Full-Time,Negative,0
597,23,Male,Marketing,86,24.8,9.2,3,0,1,4.7,7.0,7,3,3,Referral,Full-Time,Positive,0
598,26,Male,Finance,24,27.0,7.4,3,0,3,3.4,8.7,2,17,1,LinkedIn,Intern,Positive,1
599,41,Male,Operations,69,20.9,1.5,1,1,2,4.0,18.7,5,5,1,LinkedIn,Intern,Negative,1
600,51,Male,Finance,10,22.1,9.0,1,0,1,3.3,16.3,0,26,2,Referral,Full-Time,Positive,1
601,48,Male,Sales,75,18.6,8.4,1,0,3,3.9,3.1,5,13,3,Referral,Contract,Positive,1
602,42,Male,Marketing,25,18.0,5.9,1,0,4,3.4,6.5,1,3,4,LinkedIn,Full-Time,Neutral,0
603,25,Female,Operations,109,26.2,1.2,2,0,1,4.3,17.3,1,21,3,Referral,Full-Time,Negative,0
604,49,Male,Marketing,7,18.4,6.1,4,0,4,2.0,10.7,6,10,2,Job Board,Full-Time,Neutral,1
605,23,Male,Operations,78,12.5,1.5,2,0,4,2.6,3.5,1,8,2,LinkedIn,Full-Time,Negative,1
606,44,Male,Marketing,17,19.7,3.9,3,0,3,2.9,21.3,3,20,4,Referral,Part-Time,Neutral,0
607,36,Female,Operations,82,25.4,6.7,4,0,4,4.8,5.9,7,28,3,Referral,Part-Time,Neutral,0
608,53,Female,Engineering,59,22.7,9.2,4,0,2,3.5,12.7,7,29,5,LinkedIn,Full-Time,Positive,1
609,33,Male,Marketing,116,29.3,4.2,3,0,3,3.1,7.7,3,13,3,LinkedIn,Full-Time,Neutral,0
610,44,Male,Sales,78,16.7,8.7,4,1,3,3.2,17.0,0,25,3,LinkedIn,Intern,Positive,1
611,37,Male,HR,45,19.5,9.3,2,0,3,3.4,17.8,2,7,1,Referral,Full-Time,Positive,0
612,40,Male,Finance,11,20.9,1.2,2,1,4,4.6,10.5,4,25,1,Campus,Full-Time,Negative,1
613,55,Male,Operations,71,16.0,3.2,2,0,4,4.9,15.5,2,28,5,Referral,Full-Time,Negative,1
614,47,Male,Operations,53,20.1,7.4,4,0,4,4.5,20.3,5,15,2,Direct,Full-Time,Positive,0
615,36,Female,Engineering,7,24.9,7.8,2,1,3,4.5,18.5,7,16,3,Referral,Full-Time,Positive,0
616,38,Male,Marketing,70,23.3,4.5,4,0,4,2.6,10.9,4,17,3,Job Board,Full-Time,Negative,0
617,47,Female,Marketing,25,20.2,6.9,1,1,3,2.8,11.4,4,3,1,Referral,Full-Time,Positive,1
618,34,Male,Sales,28,17.4,6.5,1,0,3,3.8,19.9,4,25,3,Job Board,Full-Time,Positive,0
619,28,Female,Engineering,2,18.4,7.7,3,1,1,4.0,3.7,1,22,2,Campus,Full-Time,Positive,1
620,38,Female,Engineering,45,27.0,7.5,4,0,2,2.6,3.4,4,26,1,Referral,Full-Time,Positive,0
621,24,Female,Marketing,26,22.6,1.8,3,0,4,4.2,6.9,7,4,3,Referral,Full-Time,Negative,0
622,28,Male,Sales,9,19.0,2.4,2,0,2,2.6,18.7,5,24,3,Agency,Full-Time,Negative,1
623,37,Male,Operations,52,15.2,2.2,1,1,3,2.8,5.9,6,11,1,Agency,Contract,Neutral,1
624,50,Female,Sales,27,15.1,9.4,2,1,4,2.9,8.4,6,24,3,Direct,Part-Time,Positive,1
625,50,Female,Operations,16,14.6,9.2,2,0,2,4.5,15.0,3,29,4,LinkedIn,Full-Time,Positive,1
626,31,Male,Sales,56,17.3,8.2,2,1,2,4.2,6.5,2,26,2,LinkedIn,Full-Time,Positive,0
627,37,Male,Marketing,8,17.7,2.1,4,1,1,3.6,8.8,7,27,5,Referral,Full-Time,Negative,1
628,27,Male,Engineering,118,32.2,6.2,4,0,1,4.5,11.9,3,4,4,Job Board,Full-Time,Neutral,1
629,49,Female,HR,57,15.7,2.7,4,0,3,4.4,7.3,5,10,4,LinkedIn,Full-Time,Negative,0
630,30,Female,Operations,119,26.1,4.3,1,0,3,3.2,21.9,5,9,1,Referral,Intern,Positive,1
631,50,Female,Operations,105,24.6,3.4,1,0,2,4.3,6.1,0,15,4,Referral,Full-Time,Negative,1
632,52,Female,Operations,117,23.3,8.5,2,0,2,2.6,19.1,2,29,2,LinkedIn,Full-Time,Positive,0
633,46,Male,Engineering,65,26.9,2.3,3,1,1,3.5,11.9,2,20,4,Job Board,Full-Time,Negative,1
634,33,Male,Sales,51,16.2,6.8,3,0,4,2.4,5.5,1,16,5,LinkedIn,Full-Time,Positive,0
635,56,Male,Engineering,86,28.2,9.9,2,0,3,3.3,5.3,6,24,2,Campus,Full-Time,Positive,0
636,46,Female,Engineering,10,22.8,7.2,1,0,1,3.6,12.5,7,6,2,LinkedIn,Full-Time,Positive,0
637,45,Male,Marketing,100,25.3,1.7,2,0,3,2.2,9.7,7,20,1,Referral,Full-Time,Negative,0
638,52,Male,Marketing,39,20.9,9.2,4,0,2,3.4,7.5,1,15,4,Referral,Full-Time,Positive,0
639,53,Male,Marketing,1,17.6,6.8,4,0,4,4.0,21.2,3,6,4,LinkedIn,Full-Time,Positive,0
640,24,Male,Operations,29,16.8,5.1,4,0,2,3.8,11.8,1,19,3,Referral,Full-Time,Positive,1
641,53,Male,Marketing,29,19.9,6.9,3,0,4,2.2,20.6,0,25,1,Campus,Intern,Positive,1
642,49,Male,Operations,2,17.2,8.9,1,0,3,2.3,6.1,4,25,2,Referral,Part-Time,Positive,1
643,29,Male,Engineering,80,28.2,5.3,4,1,1,3.1,6.5,6,25,3,LinkedIn,Full-Time,Neutral,0
644,33,Female,Engineering,12,23.6,5.8,1,0,4,4.5,14.3,0,24,5,Job Board,Intern,Neutral,0
645,49,Male,Finance,101,27.7,5.1,2,0,3,4.6,8.1,5,14,1,LinkedIn,Part-Time,Negative,0
646,29,Male,Operations,54,18.0,1.7,4,0,2,2.9,6.5,0,2,2,Referral,Full-Time,Negative,0
647,38,Male,Engineering,86,29.9,8.1,3,0,1,4.2,4.8,6,28,4,Referral,Full-Time,Positive,0
648,46,Female,HR,41,16.2,2.1,1,1,2,3.7,4.4,0,14,2,Referral,Full-Time,Negative,0
649,45,Male,Marketing,16,19.1,4.6,3,0,3,5.0,17.3,3,19,5,LinkedIn,Full-Time,Neutral,0
650,54,Female,Engineering,22,23.8,4.5,1,1,1,2.3,8.4,0,1,5,LinkedIn,Contract,Neutral,1
651,26,Female,Sales,77,21.6,3.5,2,1,2,3.6,21.6,3,26,2,LinkedIn,Full-Time,Negative,0
652,32,Female,Operations,86,21.2,4.6,4,0,3,3.8,6.5,3,26,4,Referral,Full-Time,Negative,0
653,57,Male,Marketing,32,18.5,6.6,2,0,3,2.9,9.7,4,27,4,Referral,Full-Time,Neutral,0
654,42,Female,Engineering,43,22.1,3.8,4,0,4,2.1,10.1,6,6,4,Job Board,Part-Time,Negative,0
655,30,Male,Operations,113,24.8,2.6,3,1,1,2.2,12.5,7,25,1,LinkedIn,Full-Time,Negative,0
656,32,Male,Sales,102,24.6,8.8,3,0,4,3.4,19.5,2,19,1,LinkedIn,Full-Time,Positive,0
657,34,Male,Operations,50,20.7,9.7,3,0,2,4.1,18.9,7,5,2,Job Board,Full-Time,Positive,1
658,41,Male,Engineering,29,23.3,5.1,3,0,1,4.1,3.2,3,17,1,Referral,Full-Time,Negative,1
659,32,Male,Finance,36,26.7,3.9,1,0,4,2.5,10.8,0,14,2,Campus,Full-Time,Neutral,0
660,44,Male,Sales,65,20.4,1.4,4,0,3,4.6,18.7,4,19,4,LinkedIn,Full-Time,Negative,0
661,38,Male,Engineering,68,25.7,1.3,2,0,3,3.1,3.0,5,3,3,LinkedIn,Full-Time,Negative,0
662,43,Male,Operations,22,14.8,4.5,3,0,2,4.9,13.1,2,17,2,Referral,Full-Time,Positive,0
663,27,Male,Engineering,8,19.2,9.4,3,1,4,2.4,7.9,4,20,1,Job Board,Full-Time,Positive,1
664,44,Female,Engineering,59,29.8,7.6,3,0,1,4.5,10.8,3,21,2,Referral,Full-Time,Positive,0
665,55,Male,Sales,95,26.3,4.1,2,0,1,4.7,11.0,1,23,3,LinkedIn,Full-Time,Neutral,1
666,26,Female,Marketing,19,19.7,9.7,4,0,1,4.5,10.4,3,19,4,LinkedIn,Full-Time,Positive,1
667,33,Male,Operations,49,17.1,4.9,1,1,3,4.4,19.9,3,21,2,Job Board,Full-Time,Neutral,1
668,46,Male,Operations,20,20.2,3.5,3,0,1,3.1,13.2,2,3,2,LinkedIn,Full-Time,Neutral,0
669,44,Male,Engineering,29,23.6,4.8,3,1,4,4.1,20.2,7,24,3,Job Board,Full-Time,Negative,1
670,46,Male,Sales,73,21.3,2.9,3,0,1,3.7,16.8,3,11,1,LinkedIn,Full-Time,Negative,0
671,42,Male,Engineering,35,27.7,9.0,1,1,3,3.3,9.7,5,16,2,LinkedIn,Full-Time,Positive,1
672,46,Male,Finance,32,23.9,4.3,2,0,4,5.0,12.4,0,16,1,LinkedIn,Full-Time,Negative,0
673,43,Male,Operations,119,28.9,6.9,1,0,4,2.9,10.4,2,29,3,Direct,Full-Time,Positive,1
674,24,Male,Marketing,21,19.2,4.5,3,0,2,3.2,18.7,7,10,3,LinkedIn,Intern,Neutral,0
675,49,Male,Finance,23,21.0,9.1,3,1,1,4.7,6.6,7,12,3,LinkedIn,Full-Time,Positive,1
676,38,Male,Sales,111,23.7,6.8,3,1,4,2.9,20.8,7,23,4,Campus,Full-Time,Positive,0
677,23,Male,Operations,66,16.6,5.4,4,0,2,2.5,14.0,0,19,2,LinkedIn,Contract,Positive,0
678,36,Male,Sales,6,15.9,2.2,2,0,4,2.9,14.6,6,10,5,LinkedIn,Full-Time,Negative,1
679,37,Male,Engineering,51,28.4,9.1,2,0,1,4.3,12.8,2,10,5,LinkedIn,Part-Time,Positive,0
680,25,Male,Sales,68,22.6,5.9,2,0,3,4.6,13.5,0,25,1,Job Board,Full-Time,Neutral,1
681,57,Male,Engineering,31,24.5,3.6,1,0,1,2.3,15.7,0,25,5,Referral,Full-Time,Neutral,0
682,30,Male,Engineering,66,25.3,8.9,4,0,2,3.9,15.4,6,5,1,Campus,Contract,Positive,1
683,33,Female,Engineering,78,28.7,1.5,4,0,1,3.7,7.1,4,12,2,Job Board,Full-Time,Negative,1
684,37,Male,Sales,30,20.4,3.8,2,0,4,4.0,14.1,4,23,3,Referral,Contract,Negative,0
685,51,Male,Finance,97,28.6,5.8,4,1,3,4.0,9.7,7,4,1,LinkedIn,Full-Time,Positive,1
686,48,Male,Sales,54,20.7,4.1,1,0,1,4.9,15.1,0,6,2,Job Board,Full-Time,Negative,1
687,49,Female,Sales,115,23.6,5.3,1,0,2,3.0,13.4,0,5,1,Campus,Full-Time,Neutral,0
688,30,Male,Operations,11,17.6,3.4,2,0,2,2.9,6.4,7,16,3,Campus,Full-Time,Negative,1
689,52,Male,Marketing,39,13.9,2.2,2,0,3,3.7,17.0,4,14,5,LinkedIn,Full-Time,Negative,0
690,51,Female,HR,86,21.6,1.3,1,0,2,3.3,11.7,6,10,5,Job Board,Contract,Negative,0
691,38,Male,Engineering,107,35.7,2.4,3,0,2,3.4,13.5,4,4,2,Job Board,Full-Time,Negative,0
692,41,Female,Operations,27,14.1,9.6,4,0,4,2.2,15.8,1,19,3,Agency,Contract,Positive,0
693,23,Male,Engineering,117,30.9,6.2,2,0,3,2.4,15.4,4,24,3,LinkedIn,Full-Time,Neutral,0
694,49,Female,Sales,24,17.9,5.4,2,0,4,4.8,17.2,7,7,3,Job Board,Full-Time,Neutral,0
695,56,Male,Operations,50,18.1,4.5,1,0,4,2.2,6.9,0,20,4,Job Board,Full-Time,Neutral,0
696,39,Male,HR,38,19.1,7.4,2,0,4,3.8,5.1,1,24,5,Campus,Full-Time,Positive,0
697,41,Female,Marketing,51,22.0,2.3,4,0,4,4.3,15.7,2,17,3,Job Board,Full-Time,Negative,0
698,39,Male,Finance,108,28.9,3.5,4,0,3,2.0,7.5,3,17,1,Campus,Contract,Negative,0
699,24,Female,Finance,88,28.6,6.9,1,0,3,2.7,5.2,5,5,5,Referral,Contract,Positive,0
700,44,Male,Engineering,95,29.6,5.3,1,0,3,3.1,5.5,1,28,5,LinkedIn,Full-Time,Neutral,0
701,47,Female,Engineering,31,30.8,7.9,4,0,1,3.5,8.9,7,28,2,Referral,Full-Time,Positive,0
702,55,Female,Sales,113,25.3,9.1,1,1,4,3.0,21.8,1,21,3,Campus,Full-Time,Positive,1
703,55,Male,Engineering,52,26.6,8.4,3,0,3,3.9,6.0,1,27,5,LinkedIn,Full-Time,Positive,0
704,39,Female,Operations,78,17.8,2.7,4,0,4,2.7,8.7,7,18,3,Job Board,Full-Time,Negative,0
705,56,Male,Engineering,84,27.6,1.8,4,0,3,2.1,20.5,3,20,3,Direct,Full-Time,Negative,0
706,41,Female,HR,79,22.6,2.5,3,0,2,2.0,21.3,4,25,5,Campus,Full-Time,Negative,0
707,45,Male,Marketing,72,20.1,8.1,2,0,2,3.0,7.3,3,2,5,Job Board,Full-Time,Positive,0
708,43,Male,Marketing,58,17.3,9.2,4,0,4,3.1,19.7,2,7,3,Job Board,Intern,Positive,0
709,57,Female,Sales,78,22.3,9.3,3,0,3,4.8,5.6,4,6,1,LinkedIn,Full-Time,Positive,0
